Herb_id,Herb_Chinese,Herb_Pinyin,Herb_Latin,Herb_English,Properties_Chinese,Properties_English,Meridians_Chinese,Meridians_English,Class_Chinese,Class_English,TCMSP_id,Mol_id,Molecule_name,Molecule_formula,Molecule_weight,PubChem_CID,CAS_id,OB_score,Type,Link_ingredient_id,Herb_Aliases,Molecule_Aliases
597,阿魏,Awei,Ferulae Resina,,"苦,辛,温","Bitter,Pungent,Warm","脾,胃","Spleen,Stomach",消食药,Digestants,,,,,,,,,,,阿魏,
598,忍冬藤,Rendongteng,Lonicerae Japonicae Caulis,,"甘,寒","Sweet,Cold","肺,胃","Lung,Stomach",清热药,Heat-Clearing Medicinal,,,,,,,,,,,忍冬藤,
599,鸡内金,Jineijin,Galli Gigerii Endothelium Corneum,,"甘,平","Sweet,Calm","脾,胃,小肠,膀胱","Spleen,Stomach,Small Intestine,Bladder",消食药,Digestants,,,,,,,,,,,鸡内金,
600,青礞石,Qingmengshi,Chloriti Lapis,,"甘,咸,平","Sweet,Salty,Calm","肺,心,肝","Lung,Heart,Liver",化痰药,Phlegresolving Medicine,,,,,,,,,,,青礞石,
601,苦木,Kumu,Picrasmae Ramulus Et Folium,,"苦,寒,有小毒","Bitter,Cold,Slightly Toxic","肺,大肠","Lung,Large Intestine",清热药,Heat-Clearing Medicinal,,,,,,,,,,,苦木,
602,苦玄参,Kuxuanshen,Picriae Herba,,"苦,寒","Bitter,Cold","肺,胃,肝","Lung,Stomach,Liver",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,,,,苦玄参,
603,枫香脂,Fengxiangzhi,Liquidambaris Resina,,"辛,微苦,平","Pungent,Slightly Bitter,Calm","肺,脾","Lung,Spleen",活血化瘀药,Blood-Activating And Stasis-Resolving Medicinal,,,,,,,,,,,枫香脂,
604,刺五加,Ciwujia,Acanthopanacis Senticosi Radix Et Rhizoma Seu Caulis,,"辛,微苦,温","Pungent,Slightly Bitter,Warm","脾,肾,心","Spleen,Kidney,Heart",补气药,Qi Reinforcing Drugs,,,,,,,,,,,刺五加,
605,明党参,Mingdangshen,Changii Radix,,"甘,微苦,微寒","Sweet,Slightly Bitter,Slightly Cold","肺,脾,肝","Lung,Spleen,Liver",补气药,Qi Reinforcing Drugs,,,,,,,,,,,明党参,
606,岩白菜,Yanbaicai,Bergeniae Rhizoma,,"苦,涩,平","Bitter,Astringent,Calm","肺,肝,脾","Lung,Liver,Spleen",收涩药,Astringent Medicinal,,,,,,,,,,,岩白菜,
607,金龙胆草,Jinlongdancao,Conyzae Herba,,"苦,寒","Bitter,Cold","肺,肝","Lung,Liver",清化热痰药,Heat-Clearing Phlegm-Transforming Medicinal,,,,,,,,,,,金龙胆草,
608,金钱白花蛇,Jinqianbaihuashe,Bungarus Parvus,,"甘,咸,温,有毒","Sweet,Salty,Warm,Toxic",肝,Liver,祛风湿药,Wind-Dampnessdispelling Medicinal,,,,,,,,,,,金钱白花蛇,
609,金铁锁,Jintiesuo,Psammosilenes Radix,,"苦,辛,温,有小毒","Bitter,Pungent,Warm,Slightly Toxic",肝,Liver,祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,,,,,,,,,,,金铁锁,
610,金礞石,Jingmengshi,Micae Lapis Aureus,,"甘,咸,平","Sweet,Salty,Calm","肺,心,肝","Lung,Heart,Liver",化痰药,Phlegresolving Medicine,,,,,,,,,,,金礞石,
611,狗脊,Gouji,Cibotii Rhizoma,,"苦,甘,温","Bitter,Sweet,Warm","肝,肾","Liver,Kidney",祛风湿药,Wind-Dampnessdispelling Medicinal,,,,,,,,,,,狗脊,
612,炉甘石,Luganshi,Calamina,,"甘,平","Sweet,Calm","肝,脾","Liver,Spleen",拔毒化腐生肌药,"External Medicinal (Draw Out Toxin, Resolve Putridity)",,,,,,,,,,,炉甘石,
613,珍珠,Zhenzhu,Margarita,,"甘,咸,寒","Sweet,Salty,Cold","心,肝","Heart,Liver",平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,,,,,珍珠,
614,珍珠母,Zhenzhumu ,Margaritifera Concha,,"咸,寒","Salty,Cold","肝,心","Liver,Heart",平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,,,,,珍珠母,
615,荆芥炭,Jingjietan,Schizonepetae Herba Carbonisata,,"辛,涩,微温","Pungent,Astringent,Slightly Warm","肺,肝","Lung,Liver",解表药,Exterior-Releasing Medicinal,,,,,,,,,,,荆芥炭,
616,荆芥穗炭,Jingjiesuitan ,Schizonepetae Spica Carbonisata,,"辛,涩,微温","Pungent,Astringent,Slightly Warm","肺,肝","Lung,Liver",解表药,Exterior-Releasing Medicinal,,,,,,,,,,,荆芥穗炭,
617,制草乌,Zh1caowu,Aconiti Kusnezoffii Radix Cocta,,"辛,苦,热,有毒","Pungent,Bitter,Hot,Toxic","心,肝,肾,脾","Heart,Liver,Kidney,Spleen",祛风湿药,Wind-Dampnessdispelling Medicinal,,,,,,,,,,,制草乌,
618,草豆蔻,Caodoukou,Alpiniae Katsumadai Semen,,"辛,温","Pungent,Warm","脾,胃","Spleen,Stomach",化湿药,Dampness Removing Drugs,,,,,,,,,,,草豆蔻,
619,茯苓皮,Fulingpi,Poriae Cutis,,"甘,淡,平","Sweet,Tasteless,Calm","肺,脾,肾","Lung,Spleen,Kidney",利水渗湿药,Diuretic Dampness Excreting Drugs,,,,,,,,,,,茯苓皮,
620,南板蓝根,Nanbanlangen,"Baphicacanthis Cusiae Rhizoma
 Et Radix",,"苦,寒","Bitter,Cold","心,胃","Heart,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,,,,南板蓝根,
621,焦栀子,Jiaozhizi,Gardeniae Fructus Praeparatus,,"苦,寒","Bitter,Cold","心,肺,三焦","Heart,Lung,Triple Energizers",清热药,Heat-Clearing Medicinal,,,,,,,,,,,焦栀子,
622,厚朴花,Houpohua,Magnoliae Officinalis Flos,,"苦,微温","Bitter,Slightly Warm","脾,胃","Spleen,Stomach",化湿药,Dampness Removing Drugs,,,,,,,,,,,厚朴花,
623,轻粉,Qingfen,Calomelas,,"辛,寒,有毒","Pungent,Cold,Toxic","大肠,小肠","Large Intestine,Small Intestine",拔毒化腐生肌药,"External Medicinal (Draw Out Toxin, Resolve Putridity)",,,,,,,,,,,轻粉,
624,哈蟆油,Hamayou,Ranae Oviductus,,"甘,咸,平","Sweet,Salty,Calm","肺,肾","Lung,Kidney",,,,,,,,,,,,,哈蟆油,
625,钟乳石,Zhongrushi,Stalactitum,,"甘,温","Sweet,Warm","肺,肾,胃","Lung,Kidney,Stomach",补虚药,Tonifying And Replenishing Medicinal,,,,,,,,,,,钟乳石,
626,重楼,Chonglou,Paridis Rhizoma,,"苦,微寒,有小毒","Bitter,Slightly Cold,Slightly Toxic",肝,Liver,清热药,Heat-Clearing Medicinal,,,,,,,,,,,重楼,
627,禹余粮,Yuyuliang,Limonitum,,"甘,涩,微寒","Sweet,Astringent,Slightly Cold","胃,大肠","Stomach,Large Intestine",收涩药,Astringent Medicinal,,,,,,,,,,,禹余粮,
628,胆南星,Dannanxing,Arisaema Cum Bile,,"苦,微辛,凉","Bitter,Slightly Pungent,Cool","肺,肝,脾","Lung,Liver,Spleen",化痰药,Phlegresolving Medicine,,,,,,,,,,,胆南星,
629,独一味,Duyiwei,Lamiophlomis Herba,,"甘,苦,平","Sweet,Bitter,Calm",肝,Liver,活血祛瘀药,Blood Activating Stasis Removing Drugs,,,,,,,,,,,独一味,
630,首乌藤,Shouwuteng,Polygoni Multiflori Caulis,,"甘,平","Sweet,Calm","心,肝","Heart,Liver",安神药,Tranguilizing Medicinal,,,,,,,,,,,首乌藤,
631,洪连,Honglion,Lagotidis Herba,,"苦,甘,寒","Bitter,Sweet,Cold","肺,心,肝","Lung,Heart,Liver",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,,,,洪连,
632,珠子参,Zhuzishen,Panacis Majoris Rhizoma,,"苦,甘,微寒","Bitter,Sweet,Slightly Cold","肝,肺,胃","Liver,Lung,Stomach",补阴药,Yin-Tonifying Medicinal,,,,,,,,,,,珠子参,
633,莲子,Lianzi,Nelumbinis Semen,,"甘,涩,平","Sweet,Astringent,Calm","脾,肾,心","Spleen,Kidney,Heart",收涩药,Astringent Medicinal,,,,,,,,,,,莲子,
634,桃枝,Taozhi,Persicae Ramulus,,"苦,平","Bitter,Calm","心,肝","Heart,Liver",活血祛瘀药,Blood Activating Stasis Removing Drugs,,,,,,,,,,,桃枝,
635,铁皮石斛,Tiepishihu,Dendrobii Officinalis Caulis,,"甘,微寒","Sweet,Slightly Cold","胃,肾","Stomach,Kidney",补阴药,Yin-Tonifying Medicinal,,,,,,,,,,,铁皮石斛,
636,臭灵丹草,Choulingdancao,Laggerae Herba,,"辛,苦,寒,有毒","Pungent,Bitter,Cold,Toxic",肺,Lung,清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,,,,臭灵丹草,
637,狼毒,Langdu,Euphorbiae Ebracteolatae Radix,,"辛,平,有毒","Pungent,Calm,Toxic","肝,脾","Liver,Spleen",通水药,Drastic Purgatives,,,,,,,,,,,狼毒,
638,高山辣根菜,Gaoshanlagencai,Pegaeophyti Radixe Tr Hizoma,,"苦,辛,寒","Bitter,Pungent,Cold","肺,肝","Lung,Liver",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,,,,高山辣根菜,
639,粉葛,Fenge,Puerariae Thomsonii Radix,,"甘,辛,凉","Sweet,Pungent,Cool","脾,胃","Spleen,Stomach",辛凉解表药,Pungent Cool Diaphoretics,,,,,,,,,,,粉葛,
640,海马,Haima,Hippocampus,,"甘,咸,温","Sweet,Salty,Warm","肝,肾","Liver,Kidney",补虚药,Tonifying And Replenishing Medicinal,,,,,,,,,,,海马,
641,海龙,Hailong,Syngnathus,,"甘,咸,温","Sweet,Salty,Warm","肝,肾","Liver,Kidney",补阳药,Yang Reinforcing Drugs,,,,,,,,,,,海龙,
642,海螵蛸,haipiaoxiao,Sepiae Endoconcha,,"咸,涩,温","Salty,Astringent,Warm","脾,肾","Spleen,Kidney",收涩药,Astringent Medicinal,,,,,,,,,,,海螵蛸,
643,通关藤,Tongguanteng,Marsdeniae Tenacissimae Caulis,,"苦,微寒","Bitter,Slightly Cold",肺,Lung,止咳平喘药,Antitussive Antiasthmetics,,,,,,,,,,,通关藤,
644,桑螵蛸,Sangpiaoxiao,Mantidis Ootheca,,"甘,咸,平","Sweet,Salty,Calm","肝,肾","Liver,Kidney",收涩药,Astringent Medicinal,,,,,,,,,,,桑螵蛸,
645,黄山药,Huangshanyao,Dioscorea Panthaicae Rhizoma,,"苦,微辛,平","Bitter,Slightly Pungent,Calm","胃,心","Stomach,Heart",理气药,Qi Regulating Drugs,,,,,,,,,,,黄山药,
646,炙黄芪,Zhihuangqi,"Astragali Radix Praeparata
Cum Melle",,"甘,温","Sweet,Warm","肺,脾","Lung,Spleen",补虚药,Tonifying And Replenishing Medicinal,,,,,,,,,,,炙黄芪,
647,黄蜀葵花,Huangshukuihua,Abelmoschi Corolla,,"甘,寒","Sweet,Cold","肾,膀胱","Kidney,Bladder",清热燥湿药,Heat-Clearing And Dampnessdrying Medicinal,,,,,,,,,,,黄蜀葵花,
648,黄藤,Huangteng,Fibraureae Caulis,,"苦,寒","Bitter,Cold","心,肝","Heart,Liver",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,,,,黄藤,
649,菥蓂,ximing,Thlaspi Herba,,"辛,微寒","Pungent,Slightly Cold","肝,胃,大肠","Liver,Stomach,Large Intestine",平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,,,,,菥蓂,
650,救必应,Jiubiying,Ilicis Rotundae Cortex,,"苦,寒","Bitter,Cold","肺,胃,大肠,肝","Lung,Stomach,Large Intestine,Liver",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,,,,救必应,
651,野马追,Yemazhui,Eupatorii Lindleyani Herba,,"苦,平","Bitter,Calm",肺,Lung,化痰药,Phlegresolving Medicine,,,,,,,,,,,野马追,
652,野木瓜,Yemugua,Stauntoniae Caulis Et Folium,,"微苦,平","Slightly Bitter,Calm","肝,胃","Liver,Stomach",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,,,,,,,,,,,野木瓜,
653,蛇蜕,Shetui,Serpentis Periostracum,,"咸,甘,平","Salty,Sweet,Calm",肝,Liver,祛风湿药,Wind-Dampnessdispelling Medicinal,,,,,,,,,,,蛇蜕,
654,猪胆粉,Zhudanfen,Suis Fellis Pul Vis,,"苦,寒","Bitter,Cold","肝,胆,肺,大肠","Liver,Gallbladder,Lung,Large Intestine",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,,,,猪胆粉,
655,鹿角,Lujiao,Cervi Cornu,,"咸,温","Salty,Warm","肾,肝","Kidney,Liver",补虚药,Tonifying And Replenishing Medicinal,,,,,,,,,,,鹿角,
656,鹿角胶,Lujiaojiao,Cervi Cornus Colla,,"甘,咸,温","Sweet,Salty,Warm","肾,肝","Kidney,Liver",补虚药,Tonifying And Replenishing Medicinal,,,,,,,,,,,鹿角胶,
657,鹿角霜,Lujiooshuong,Cervi Cornu Degelatinatum,,"咸,涩,温","Salty,Astringent,Warm","肝,肾","Liver,Kidney",补虚药,Tonifying And Replenishing Medicinal,,,,,,,,,,,鹿角霜,
658,鹿茸,Lurong,Cervi Cornu Pantotrichum,,"甘,咸,温","Sweet,Salty,Warm","肾,肝","Kidney,Liver",补虚药,Tonifying And Replenishing Medicinal,,,,,,,,,,,鹿茸,
659,羚羊角,Lingyangpao,Saigae Tataricae Cornu,,"咸,寒","Salty,Cold","肝,心","Liver,Heart",平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,,,,,羚羊角,
660,淡竹叶,Danzhuye,Lophatheri Herba,,"甘,淡,寒","Sweet,Tasteless,Cold","心,胃,小肠","Heart,Stomach,Small Intestine",清热药,Heat-Clearing Medicinal,,,,,,,,,,,淡竹叶,
661,绵马贯众炭,Mianmaguanzhongtan,Dryopteridis Crassirhizomatis Rhizoma Carbonisatum,,"苦,涩,微寒,有小毒","Bitter,Astringent,Slightly Cold,Slightly Toxic","肝,胃","Liver,Stomach",清热药,Heat-Clearing Medicinal,,,,,,,,,,,绵马贯众炭,
662,棕榈,Zonglü,Trachycarpi  Petiolus,,"苦,涩,平","Bitter,Astringent,Calm","肺,肝,大肠","Lung,Liver,Large Intestine",止血药,Hemostatic Medicinal,,,,,,,,,,,棕榈,
663,硫黄,Liuhuang,Sulfur,,"酸,温,有毒","Sour,Warm,Toxic","肾,大肠","Kidney,Large Intestine",,,,,,,,,,,,,硫黄,
664,雄黄,Xionghuang,Realgar,,"辛,温,有毒","Pungent,Warm,Toxic","肝,大肠","Liver,Large Intestine",攻毒杀虫止痒药,Toxin-Attacking And Worm-Expelling And Itch-Relieving Medicinal,,,,,,,,,,,雄黄,
665,紫石英,Zishiying,Fluoritum,,"甘,温","Sweet,Warm","肾,心,肺","Kidney,Heart,Lung",补虚药,Tonifying And Replenishing Medicinal,,,,,,,,,,,紫石英,
666,紫苏梗,Zisugeng,Perillae Caulis,,"辛,温","Pungent,Warm","肺,脾","Lung,Spleen",解表药,Exterior-Releasing Medicinal,,,,,,,,,,,紫苏梗,
667,紫珠叶,Zizhuye,Callicarpae Formosanae Folium,,"苦,涩,凉","Bitter,Astringent,Cool","肝,肺,胃","Liver,Lung,Stomach",收敛止血药,Astringent Hemostatic Medicinal,,,,,,,,,,,紫珠叶,
668,紫萁贯众,Ziqiguanzhong,Osmundae Rhizoma,,"苦,微寒,有小毒","Bitter,Slightly Cold,Slightly Toxic","肺,胃,肝","Lung,Stomach,Liver",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,,,,紫萁贯众,
669,蛤壳,Geqiao,Meretricis Concha Cyclinae Concha,,"苦,咸,寒","Bitter,Salty,Cold","肺,肾,胃","Lung,Kidney,Stomach",化痰药,Phlegresolving Medicine,,,,,,,,,,,蛤壳,
670,蛤蚧,Gejie,Gecko,,"咸,平","Salty,Calm","肺,肾","Lung,Kidney",补虚药,Tonifying And Replenishing Medicinal,,,,,,,,,,,蛤蚧,
671,黑种草子,Heizhongcaozi,Nigellae Semen,,"甘,辛,温","Sweet,Pungent,Warm",,,解毒杀虫燥湿止痒药,Medicinal For Detoxification、Parasiticide、Drying Dampness And Relieving Itching,,,,,,,,,,,黑种草子,
672,锁阳,Suoyang,Cynomorii Herba,,"甘,温","Sweet,Warm","肝,肾,大肠","Liver,Kidney,Large Intestine",补虚药,Tonifying And Replenishing Medicinal,,,,,,,,,,,锁阳,
673,筋骨草,Jingucao,Ajugae Herba,,"苦,寒","Bitter,Cold",肺,Lung,清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,,,,筋骨草,
674,湖北贝母,Hubeibeimu,Fritillariae Hupehensis Bulbus,,"微苦,凉","Slightly Bitter,Cool","肺,心","Lung,Heart",化痰药,Phlegresolving Medicine,,,,,,,,,,,湖北贝母,
675,滑石,Huashi,Talcum,,,,,,利水渗湿药,Diuretic Dampness Excreting Drugs,,,,,,,,,,,滑石,
676,滑石粉,Huashifen,Talci Pulvis,,"甘,淡,寒","Sweet,Tasteless,Cold","膀胱,肺,胃","Bladder,Lung,Stomach",利水渗湿药,Diuretic Dampness Excreting Drugs,,,,,,,,,,,滑石粉,
677,蓍草,Shicao,Achilleae Herba,,"苦,酸,平","Bitter,Sour,Calm","肺,脾,膀胱","Lung,Spleen,Bladder",解毒杀虫燥湿止痒药,Medicinal For Detoxification、Parasiticide、Drying Dampness And Relieving Itching,,,,,,,,,,,蓍草,
678,蓝布正,Lanbuzheng,Gei Herba,,"甘,微苦,凉","Sweet,Slightly Bitter,Cool","肝,脾,肺","Liver,Spleen,Lung",补气药,Qi Reinforcing Drugs,,,,,,,,,,,蓝布正,
679,蒲公英,Pugongying,Taraxaci Herba,,"苦,甘,寒","Bitter,Sweet,Cold","肝,胃","Liver,Stomach",清热药,Heat-Clearing Medicinal,,,,,,,,,,,蒲公英,
680,蜈蚣,Wugong,Scolopendra,,"辛,温,有毒","Pungent,Warm,Toxic",肝,Liver,平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,,,,,蜈蚣,
681,蜂房,Fengfang,Vespae Nidus,,"甘,平","Sweet,Calm",胃,Stomach,攻毒杀虫止痒药,Toxin-Attacking And Worm-Expelling And Itch-Relieving Medicinal,,,,,,,,,,,蜂房,
682,蜂胶,Fengjiao,Propolis,,"苦,辛,寒","Bitter,Pungent,Cold","脾,胃","Spleen,Stomach",补气药,Qi Reinforcing Drugs,,,,,,,,,,,蜂胶,
683,蜂蜡,Fengla,Cera Flava,,"甘,微温","Sweet,Slightly Warm",脾,Spleen,解毒杀虫燥湿止痒药,Medicinal For Detoxification、Parasiticide、Drying Dampness And Relieving Itching,,,,,,,,,,,蜂蜡,
684,蜂蜜,Fengmi,Mel,,"甘,平","Sweet,Calm","肺,脾,大肠","Lung,Spleen,Large Intestine",补气药,Qi Reinforcing Drugs,,,,,,,,,,,蜂蜜,
685,滇鸡血藤,Dianjixueteng,Kadsurae Caulis,,"苦,甘,温","Bitter,Sweet,Warm","肝,肾","Liver,Kidney",活血祛瘀药,Blood Activating Stasis Removing Drugs,,,,,,,,,,,滇鸡血藤,
686,裸花紫珠,Luohuazizhu,Callicarpae Nudiflorae Folium,,"苦,微辛,平","Bitter,Slightly Pungent,Calm",,,解毒杀虫燥湿止痒药,Medicinal For Detoxification、Parasiticide、Drying Dampness And Relieving Itching,,,,,,,,,,,裸花紫珠,
687,榧子,Feizi,Torreyae Semen,,"甘,平","Sweet,Calm","肺,胃,大肠","Lung,Stomach,Large Intestine",驱虫药,Antiparasitic Drugs,,,,,,,,,,,榧子,
688,榼藤子,Ketengzi,Entadae Semen,,"微苦,凉,有小毒","Slightly Bitter,Cool,Slightly Toxic","肝,脾,胃,肾","Liver,Spleen,Stomach,Kidney",补气药,Qi Reinforcing Drugs,,,,,,,,,,,榼藤子,
689,焦槟榔,Jiaobinglang,Arecae Semen Tostum,,"苦,辛,温","Bitter,Pungent,Warm","胃,大肠","Stomach,Large Intestine",驱虫药,Antiparasitic Drugs,,,,,,,,,,,焦槟榔,
690,磁石,Cishi,Magnetitum,,"咸,寒","Salty,Cold","肝,心,肾","Liver,Heart,Kidney",安神药,Tranguilizing Medicinal,,,,,,,,,,,磁石,
691,蜘蛛香,Zhizhuxiang,Valerianae Jatamansi Rhizoma Et Radix,,"微苦,辛,温","Slightly Bitter,Pungent,Warm","心,脾,胃","Heart,Spleen,Stomach",辛凉解表药,Pungent Cool Diaphoretics,,,,,,,,,,,蜘蛛香,
692,赭石,Zheshi,Haematitum,,"苦,寒","Bitter,Cold","肝,心,肺,胃","Liver,Heart,Lung,Stomach",平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,,,,,赭石,
693,蕲蛇,Qishe,Agkistrodon,,"甘,咸,温,有毒","Sweet,Salty,Warm,Toxic",肝,Liver,祛风湿药,Wind-Dampnessdispelling Medicinal,,,,,,,,,,,蕲蛇,
694,暴马子皮,Baomazipi,Syringae Cortex,,"苦,微寒","Bitter,Slightly Cold",肺,Lung,化痰药,Phlegresolving Medicine,,,,,,,,,,,暴马子皮,
695,稻芽,Daoya,Oryzae Fructus Germinatus,,"甘,温","Sweet,Warm","脾,胃","Spleen,Stomach",消食药,Digestants,,,,,,,,,,,稻芽,
696,僵蚕,Jiangcan,Bombyx Batryticatus,,"咸,辛,平","Salty,Pungent,Calm","肝,肺,胃","Liver,Lung,Stomach",平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,,,,,僵蚕,
697,颠茄草,Dianqiecao,Belladonnae Herba,,,,,,,,,,,,,,,,,,颠茄草,
698,藏菖蒲,Zangchangpu,Acori Calami Rhizoma,,"苦,辛,温,燥,锐","Bitter,Pungent,Warm,Dryness,Sharp",,,补阳药,Yang Reinforcing Drugs,,,,,,,,,,,藏菖蒲,
699,翼首草,Yishoucao,Pterocephali Herba,,"苦,寒,小毒","Bitter,Cold,Slightly Toxic",,,解毒杀虫燥湿止痒药,Medicinal For Detoxification、Parasiticide、Drying Dampness And Relieving Itching,,,,,,,,,,,翼首草,
700,蟾酥,Chansu,Bufonis Venenum,,"辛,温,有毒","Pungent,Warm,Toxic",心,Heart,攻毒杀虫止痒药,Toxin-Attacking And Worm-Expelling And Itch-Relieving Medicinal,,,,,,,,,,,蟾酥,
701,鳖甲,Biejia,Trionycis Carapax,,"咸,微寒","Salty,Slightly Cold","肝,肾","Liver,Kidney",补虚药,Tonifying And Replenishing Medicinal,,,,,,,,,,,鳖甲,
702,麝香,Shexiang,Moschus,,"辛,温","Pungent,Warm","心,脾","Heart,Spleen",开窍药,Resuscitative Stimulant; Resuscitative Medicinal,,,,,,,,,,,麝香,
703,地黄,Dihuang,Rehmanniae Radix,,"甘,寒","Sweet,Cold","心,肝,肾","Heart,Liver,Kidney",清热凉血药,Heat Clearing Blood Cooling Drugs,,,,,,,,,,,地黄,
